gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
LRTM1,2.0427160914277532e-43,-0.21043619287469006,0.463,0.593,3.560454147358574e-39
GTF3A,2.571413274230165e-43,-0.13501747726088417,0.034,0.094,4.481973336983177e-39
MYOM1,4.003248443703162e-43,-0.14667399355571387,0.031,0.089,6.977662037374611e-39
EXTL3,4.057066475430813e-43,0.2482737587124828,0.595,0.548,7.071466866675907e-39
LOC115491392,7.749786615863881e-43,0.11307572014804412,0.036,0.003,1.3507878071450744e-38
ITFG1,7.925104299791626e-43,0.2877327135891715,0.457,0.379,1.3813456794536805e-38
DCLK1,8.952018374570573e-43,-0.15165129991189819,0.875,0.92,1.5603368026876509e-38
GALNT12,9.565029918051412e-43,-0.10261285382069617,0.007,0.045,1.667184714716361e-38
RGS7,1.1938897536092244e-42,-0.17690684142065738,0.674,0.793,2.080949840540878e-38
HSP90AA1,1.2557646335497847e-42,0.2651828257871207,0.633,0.593,2.188797756277275e-38
COMP,1.4535256729699442e-42,-0.14598382941611093,0.04,0.102,2.5334952479866127e-38
GNAL,1.6130675503685705e-42,-0.12124624380122695,0.957,0.973,2.8115767402924184e-38
LOC100221069,2.4661962292453846e-42,0.14094300889555378,0.05,0.009,4.2985800275747054e-38
SRSF3,2.580684943923964e-42,-0.1759281320179038,0.431,0.577,4.4981338572594695e-38
PAG1,3.129396745628767e-42,-0.17455163229857207,0.217,0.333,5.454538527630941e-38
CAP2,3.621605877231972e-42,-0.1877147780417634,0.399,0.54,6.312459044015327e-38
COL12A1,4.035645960024286e-42,-0.13655571066944858,0.03,0.088,7.034130908322331e-38
ELMOD1,5.603460171258594e-42,-0.1794342178280519,0.586,0.717,9.766831078503728e-38
FARS2,7.160521846619187e-42,-0.17645316020341473,0.341,0.474,1.2480789578657243e-37
ARID4A,1.1472066162869662e-41,-0.19103430789644582,0.585,0.71,1.999581132188182e-37
MTMR10,1.5576082290587735e-41,0.30568023249191045,0.372,0.29,2.714911143249442e-37
AFF3,2.210567344290025e-41,-0.15423385275147972,0.874,0.909,3.853018881097514e-37
ABI2,2.237369285230533e-41,-0.17467555952182168,0.347,0.484,3.899734664156819e-37
RAI2,2.9187903676762987e-41,-0.1691041453300126,0.263,0.385,5.087451610859788e-37
SYNE3,5.808064098411394e-41,-0.15700814963332538,0.105,0.192,1.012345572353106e-36
LOC100231829,7.410461844243589e-41,0.2819720568123317,0.236,0.152,1.2916434994516576e-36
ADAMTS5,1.5281397441534058e-40,0.30833151341087806,0.271,0.185,2.6635475740593862e-36
PRR16,1.8214990460371882e-40,-0.1530186409159362,0.815,0.886,3.174872837242819e-36
ZFPM2,2.067478186319679e-40,0.262812962684549,0.723,0.69,3.6036144787552e-36
LOC115497511,2.2529729558045864e-40,0.10564225144322954,0.031,0.001,3.9269318619673945e-36
LOC115497709,3.0029746323301593e-40,-0.12652055220835717,0.026,0.078,5.234184784151468e-36
LOC100224101,3.677078446176483e-40,0.16918652369274934,0.076,0.025,6.409147731685609e-36
ARHGAP6,3.695899029341339e-40,-0.17769431314870476,0.393,0.527,6.441952008141953e-36
FAM49A,4.018230128237313e-40,-0.16413358909569542,0.223,0.338,7.003775113517637e-36
CDH20,4.219282519828562e-40,0.24648233834871647,0.479,0.382,7.354209432061183e-36
NCAM1,6.672134650625825e-40,0.1628976339794228,0.794,0.796,1.1629530696040814e-35
LYSMD3,9.278392501515145e-40,-0.16183234217305031,0.125,0.217,1.61722381301409e-35
ME3,1.783315947981065e-39,-0.1784091912862248,0.17,0.272,3.1083196973309963e-35
LOC100220728,2.279674093444107e-39,-0.12870204799480095,0.008,0.045,3.973471944873078e-35
PELI1,2.3503712305935058e-39,-0.15918588251864052,0.193,0.303,4.0966970549244807e-35
ANK3,2.7454599431598925e-39,0.15502864364332725,0.89,0.897,4.785336680927693e-35
KCNK9,3.0735525671575214e-39,-0.1792096435581979,0.294,0.42,5.35720212455556e-35
PBX3,4.218051272588924e-39,-0.12925367907996543,0.918,0.938,7.352063368122494e-35
TCTN1,5.3784390218472535e-39,0.21682932303333097,0.133,0.066,9.374619215079763e-35
BABAM2,5.438939190427178e-39,-0.17922046352698873,0.256,0.372,9.480071008914571e-35
SEMA5B,6.37635419064305e-39,0.20042375169488857,0.723,0.68,1.1113985354290836e-34
TTC7A,6.392459997915254e-39,-0.17094117689712607,0.189,0.295,1.1142057776366289e-34
LPIN2,7.465308164265272e-39,-0.18615222827640132,0.179,0.281,1.301203213031437e-34
KLHL32,7.789054166314972e-39,-0.18716339531156345,0.472,0.605,1.3576321411886996e-34
CHSY3,1.0560286263196742e-38,-0.20653766845701393,0.278,0.394,1.8406578956751923e-34
COG5,1.2841912256521054e-38,-0.17487930982842526,0.234,0.348,2.23834530631162e-34
SNX13,1.3452139917726958e-38,0.29621833683194665,0.401,0.325,2.3447079876598087e-34
LOC115493508,1.412084183717982e-38,-0.15339121903956532,0.217,0.332,2.4612627322204428e-34
OPRK1,2.292235895189385e-38,-0.1718201935048136,0.102,0.184,3.995367165315098e-34
ENO1,2.3846216144970034e-38,0.3163353164969589,0.312,0.228,4.156395474068277e-34
LOC100190094,2.822256604707693e-38,-0.1834838212482282,0.077,0.151,4.919193262005509e-34
TTYH3,4.1490648303218113e-38,0.22213907935744492,0.614,0.579,7.2318199992509175e-34
LOC115495652,4.3447380420784304e-38,-0.16768118565365298,0.277,0.4,7.572878407342704e-34
DDX3X,5.442988733801355e-38,-0.16680749280276008,0.528,0.667,9.48712936301576e-34
GRIN3A,6.079213608053618e-38,-0.1631839807234497,0.143,0.237,1.0596069318837456e-33
LOC115492748,1.065189172805579e-37,-0.14325534833508397,0.055,0.121,1.856624728200124e-33
CD84,1.4105376826984968e-37,-0.1566580908873944,0.105,0.188,2.4585671809434798e-33
FAM155A,1.5051792542403083e-37,-0.18377563337739788,0.818,0.888,2.6235274401408574e-33
PCSK5,1.810160785791749e-37,-0.17919011532728013,0.26,0.374,3.155110249635018e-33
LOC115491757,2.062489480410528e-37,-0.15730019540546347,0.095,0.174,3.59491916435555e-33
LOC115492006,2.267046717920217e-37,-0.10632156921033178,0.011,0.049,3.951462429334938e-33
TSTD2,2.3096442027797215e-37,-0.15273943768816078,0.209,0.319,4.025709845445054e-33
KATNAL2,3.692090267275243e-37,-0.16360491400372096,0.099,0.178,6.435313335860748e-33
LOC100221705,6.706044670369026e-37,-0.1595990085681337,0.118,0.203,1.1688635860453213e-32
ARHGEF9,7.241552161626947e-37,-0.10792131876531652,0.951,0.962,1.2622025417715767e-32
LOC100190731,8.553995453663602e-37,-0.15844967416737638,0.057,0.122,1.4909614075735657e-32
PPM1F,1.1540505696168855e-36,-0.13823084429586835,0.103,0.184,2.0115101428422314e-32
HOOK3,1.3045694181542569e-36,-0.1677811259134967,0.574,0.707,2.27386449584287e-32
LOC115497347,1.4374361405351303e-36,-0.15670440780488715,0.767,0.832,2.505451192952732e-32
LOC115492931,1.755751174015616e-36,-0.10661677320029951,0.017,0.06,3.060274296309219e-32
VOPP1,1.7994887208026132e-36,0.28359843219144665,0.371,0.295,3.136508840358955e-32
LOC100231693,2.0474407562977555e-36,-0.16248087799984412,0.195,0.301,3.5686892382269877e-32
TMEM272,2.4987035315791676e-36,-0.15908428230957639,0.58,0.71,4.355240255542489e-32
RGS12,2.6026256152546647e-36,0.12898971469096088,0.969,0.966,4.5363764473888806e-32
NEBL,3.2046525821343755e-36,-0.12327469213639564,0.908,0.938,5.585709450660217e-32
ANKRD13D,3.293991292446362e-36,-0.12421110141863884,0.037,0.092,5.741426822734008e-32
SKP1,3.496665619484004e-36,0.29472103913207226,0.397,0.325,6.09468817476062e-32
ADAMTS19,3.645631699440233e-36,-0.15955951390011722,0.04,0.096,6.354336052124326e-32
CPLX1,3.832540950436852e-36,0.20265664701583708,0.501,0.424,6.680118876611433e-32
HS6ST2,4.1383547128273406e-36,0.22681593469588157,0.656,0.636,7.213152264458055e-32
GLIPR2,4.4110981650233115e-36,-0.14281635905957357,0.057,0.121,7.688544101635632e-32
EED,4.633301187356017e-36,-0.1368930710163394,0.092,0.169,8.075843969561537e-32
PDE9A,5.4932898183131545e-36,-0.11667571016885514,0.031,0.083,9.574804153319829e-32
CNKSR2,5.597228449021616e-36,-0.11679783690373302,0.925,0.944,9.755969186644677e-32
LOC115490793,6.990962141024269e-36,0.2635684300393702,0.215,0.139,1.2185247011805302e-31
LOC115491424,7.241390396349723e-36,0.1739632231930868,0.09,0.037,1.2621743460837568e-31
PARP1,7.93690226637539e-36,0.2737087771819373,0.34,0.261,1.3834020650292304e-31
KIAA1217,1.0683030708974482e-35,0.27594515824626265,0.503,0.442,1.862052252574252e-31
C5H11orf74,1.0899481840462281e-35,0.2678018196086608,0.244,0.165,1.8997796847925755e-31
PKNOX1,1.1424317557371483e-35,-0.15545130787222994,0.188,0.287,1.9912585502498496e-31
TMEM218,1.592355329857278e-35,-0.11950039819110161,0.043,0.1,2.7754753399412356e-31
LOC105758843,1.9796078553536996e-35,-0.13158355851393744,0.049,0.109,3.4504564918814985e-31
NECAB2,2.011085767448636e-35,-0.17047629229943073,0.239,0.349,3.5053224926629728e-31
CHD9,2.2877852195851117e-35,-0.1541343682101366,0.376,0.509,3.98760963773685e-31
KCNK17,2.751084402343603e-35,-0.07137626436213866,0.001,0.027,4.7951401132849e-31
DCLK2,2.966052884181205e-35,0.26725801523557213,0.426,0.359,5.16983017712784e-31
RTKN2,4.082215103936878e-35,-0.1422830767603141,0.067,0.134,7.115300926161978e-31
CKB,4.436449732739731e-35,0.19835613997497759,0.785,0.785,7.7327318841653504e-31
ANKS1B,4.874260119529434e-35,-0.15619695318897264,0.768,0.857,8.495835388339804e-31
PLEKHS1,6.479752527929678e-35,0.08578456156869316,0.03,0.002,1.1294208656181428e-30
HACD2,6.578290965414754e-35,0.2898004501572483,0.411,0.346,1.1465961152717915e-30
MAN1A1,7.744265748150051e-35,0.30810096287967126,0.307,0.229,1.3498255199025539e-30
CHGB,8.904041617596105e-35,0.2987544117971751,0.263,0.185,1.5519744539470012e-30
PGBD5,9.903409142274965e-35,-0.13523831880870008,0.232,0.344,1.7261642134985262e-30
LRP4,1.0119236745561878e-34,-0.15671747520556067,0.178,0.276,1.7637829647514354e-30
PGK1,1.0964731341466976e-34,0.29251933064216984,0.27,0.193,1.911152672817694e-30
LOC100218870,1.1081581437894494e-34,-0.13096899540652993,0.071,0.139,1.9315196446250103e-30
EFCC1,1.4510881472568672e-34,-0.13497634308260942,0.052,0.111,2.5292466406687196e-30
PCOLCE2,2.261787035026663e-34,-0.15407344305177895,0.087,0.16,3.942294802051474e-30
SLC35F1,2.4363596548750716e-34,-0.14029869477535417,0.62,0.745,4.2465748784472496e-30
LOC100225218,2.4745259502238358e-34,0.08974788814838927,0.027,0.001,4.313098731240146e-30
NEFL,2.6472268414829656e-34,0.28612314082806395,0.249,0.172,4.614116384704809e-30
GRM1,3.1096215038734646e-34,-0.21398883713476358,0.142,0.229,5.4200702812514486e-30
SLC37A1,3.265778070450865e-34,-0.13890822245752837,0.089,0.162,5.692251176795858e-30
LOC115495347,3.3034040485997055e-34,-0.0996608961072695,0.014,0.053,5.7578332567092865e-30
SLC22A23,3.6379046844755577e-34,0.18426924519273813,0.729,0.718,6.340867865040897e-30
WDR17,3.7883669793190177e-34,-0.1614143542727806,0.437,0.572,6.603123644953048e-30
CEP135,3.875071543865048e-34,-0.16815612404990005,0.131,0.215,6.754249700956779e-30
FAM135A,5.157497086152832e-34,-0.1612618051235778,0.332,0.456,8.989517421164387e-30
CEP112,5.250606462730302e-34,-0.18183356500965364,0.186,0.282,9.151807064538916e-30
LDLRAP1,5.635944260638752e-34,0.0790408356884933,0.025,0.001,9.823450846293345e-30
MAP2K5,6.25205962106589e-34,-0.14457432490929678,0.306,0.429,1.0897339919517846e-29
ADGRL1,7.081916371282495e-34,-0.14016484612095914,0.175,0.272,1.2343780235145388e-29
PRMT8,7.666041183359617e-34,-0.16558106681215157,0.651,0.767,1.3361909782595813e-29
PDE1A,8.379756116987005e-34,-0.16447490710395507,0.49,0.624,1.4605914911908352e-29
SNRNP70,8.810383792661184e-34,0.21225709229900092,0.133,0.07,1.5356498950608444e-29
LOC100227840,9.197877650059442e-34,0.22213402595378495,0.631,0.592,1.6031900744053607e-29
CEP83,1.0297424888449076e-33,0.2619571718110151,0.224,0.148,1.7948411580566738e-29
MYO16,1.8124129864117793e-33,-0.1694465457156169,0.307,0.423,3.1590358353157315e-29
HS3ST4,2.0303054920771567e-33,-0.15878218183923037,0.162,0.254,3.538822472690484e-29
MYT1L,2.0653243251722767e-33,0.12432207255291727,0.948,0.951,3.599860298775278e-29
FGF14,2.294478404508099e-33,-0.12243088121051926,0.925,0.949,3.9992758590576165e-29
NTN1,2.4288497344709204e-33,0.21470398347356684,0.158,0.09,4.233485087182814e-29
SRGAP1,3.707113869429851e-33,-0.1409656003896821,0.155,0.244,6.46149947441623e-29
SS18,3.782253311082857e-33,-0.13176919745397447,0.086,0.157,6.59246752121742e-29
GREB1L,7.852104408318876e-33,-0.1597969371766414,0.131,0.212,1.36862179836998e-28
PPP1CC,8.045821494147865e-33,0.27427144297849315,0.356,0.284,1.4023866864299727e-28
CNGA2,9.082245688760352e-33,-0.11762475266929104,0.054,0.114,1.5830354235509294e-28
SDC2,1.3564079917775316e-32,-0.17648261709209168,0.238,0.342,2.3642191296682377e-28
DIPK2A,1.3968693795700488e-32,-0.12914433909541004,0.063,0.126,2.434743328590595e-28
LOC100229710,1.9795337701839988e-32,0.23436287417542356,0.618,0.591,3.45032736143071e-28
KCNJ10,2.1321393652242923e-32,-0.1254917836936581,0.02,0.062,3.7163189135859416e-28
DENND1B,2.148523607697597e-32,-0.1476630901462963,0.294,0.408,3.7448766482169114e-28
TRERF1,2.1772340163818784e-32,-0.15665873259946417,0.402,0.526,3.794918890553614e-28
BMPR1A,2.2684761454622903e-32,-0.1414268134003548,0.151,0.239,3.953953921540772e-28
UNC79,3.786229443753252e-32,-0.14792322903178223,0.184,0.279,6.599397920461918e-28
U2AF1,4.414181655746247e-32,-0.1387812313792937,0.165,0.257,7.693918625965708e-28
ANKRD13A,4.6142317143637064e-32,-0.13244760090284136,0.085,0.154,8.0426058781359405e-28
ARL6IP5,5.307970108159265e-32,0.2217659369216789,0.6,0.567,9.2517918985216e-28
LOC115493185,8.044118771966181e-32,0.1724930943237451,0.089,0.039,1.4020899019537054e-27
WWC3,9.696279023310873e-32,-0.13447276743417275,0.147,0.231,1.6900614337630852e-27
SPOCK3,1.0907982743284077e-31,0.1797050174258532,0.768,0.769,1.9012613921544145e-27
ADGRA1,1.119131497042039e-31,-0.16069737190118072,0.077,0.144,1.950646199344274e-27
THOC1,1.377290094030478e-31,-0.1298360356364582,0.072,0.136,2.4006166338951232e-27
PLPPR5,1.527232113293432e-31,-0.14397097694353933,0.301,0.415,2.6619655734704517e-27
STARD3NL,2.119817444895829e-31,-0.1389854569943511,0.148,0.234,3.69484180645343e-27
LOC100232749,2.3271779164991957e-31,0.07082509859578352,0.024,0.001,4.056271108458098e-27
SHROOM2,2.3783978050280635e-31,0.24341574185846526,0.427,0.361,4.1455473741639146e-27
SPRED2,2.5591210952118298e-31,-0.15144059220071315,0.234,0.336,4.4605480689542196e-27
MYO3B,2.8944011058542897e-31,-0.1673112714538716,0.122,0.201,5.044941127504027e-27
PPM1K,3.5503813763564975e-31,-0.16406235991571716,0.51,0.632,6.1883147389893754e-27
MARCHF4,4.796536101178046e-31,-0.12327263915181619,0.29,0.404,8.360362424353333e-27
RHOBTB1,4.80797262523919e-31,-0.13939445490966026,0.058,0.116,8.380296285791909e-27
LOC100219930,5.257070302597451e-31,-0.1796276518000639,0.278,0.388,9.163073537427357e-27
EIPR1,6.089959186589501e-31,-0.1480932020783614,0.261,0.369,1.06147988622255e-26
FAM110B,7.836022356481819e-31,0.25102327405809133,0.512,0.465,1.365818696734781e-26
STARD5,1.024801102159027e-30,-0.1410732271773809,0.196,0.292,1.786228321063184e-26
CDK6,1.265342043161107e-30,0.15791312090421483,0.871,0.881,2.2054911812298095e-26
SPOCK1,1.2965687921975693e-30,-0.1345939931177318,0.839,0.901,2.2599194048003633e-26
LOC100223936,1.3858720497210569e-30,-0.11327325455664226,0.036,0.085,2.415574982663802e-26
VLDLR,1.5333988066062397e-30,-0.11783357995364402,0.066,0.127,2.672714119914676e-26
ADGRB3,1.5548573661417134e-30,0.07606039662074027,0.978,0.983,2.710116389185006e-26
RPS23,1.811695021721668e-30,-0.13290553767478505,0.07,0.133,3.1577844228608675e-26
FAM13C,1.922642797495135e-30,-0.1456074341698418,0.1,0.17,3.3511663960340206e-26
LOC115492132,2.07767004132799e-30,-0.09100342907188039,0.007,0.037,3.621378882034686e-26
NEK5,2.278540625199558e-30,-0.11271368211806634,0.034,0.082,3.97149630972283e-26
URB1,2.290481822680989e-30,-0.13627205358836897,0.131,0.21,3.992309816932964e-26
TCERG1L,2.4414486959652583e-30,0.2782382211208104,0.3,0.23,4.255445077067445e-26
ALDOC,2.59965549111342e-30,0.2854386243276468,0.325,0.255,4.5311995210106906e-26
WASF3,2.895775420944759e-30,-0.15315719202740297,0.289,0.402,5.047336558706715e-26
LOC115491759,2.921169034646367e-30,0.07786781436524616,0.024,0.001,5.091597627388618e-26
SNCA,3.290022391453207e-30,-0.13626127598272908,0.287,0.402,5.73450902830294e-26
TLN2,3.383115189008038e-30,-0.1456171261108603,0.203,0.297,5.896769774441011e-26
NRIP3,4.395902244763858e-30,-0.11913149825487138,0.039,0.089,7.662057612623404e-26
TJP1,4.68566616765376e-30,-0.14958504723828914,0.472,0.596,8.167116130220503e-26
CNTNAP5,5.4545050913007455e-30,0.13113414955629432,0.928,0.933,9.5072023741372e-26
CIRBP,6.3034845676606516e-30,0.11841574246145647,0.925,0.933,1.0986973601432516e-25
PLAC9,7.250240551938924e-30,-0.08621281692384897,0.014,0.049,1.2637169282029544e-25
FRMPD3,8.27974919712121e-30,-0.1321250222350866,0.227,0.329,1.4431602850582268e-25
MOB2,9.910510282997537e-30,0.24432978870607536,0.56,0.524,1.7274019423264707e-25
MRPL28,1.0810737799069778e-29,-0.10951260999498824,0.09,0.158,1.8843115983778623e-25
ATP6V0C,1.0919451787925882e-29,0.21614045583881136,0.617,0.593,1.9032604466354813e-25
PTPN3,1.0998697579012e-29,-0.1824948978714207,0.147,0.227,1.9170729880217916e-25
NAXE,1.3782404607105718e-29,-0.1272674417705545,0.098,0.169,2.4022731230185267e-25
SLC35F3,1.4096737854339792e-29,-0.17156256648914892,0.688,0.78,2.457061408011426e-25
LOC100221337,1.4993500037534532e-29,-0.1553794679966803,0.093,0.161,2.613367056542269e-25
SLC27A6,1.5978567081586697e-29,-0.12994609792772216,0.173,0.263,2.785064242320561e-25
VSNL1,1.6032030935210232e-29,0.24955222327591275,0.391,0.318,2.7943829920071436e-25
TENM1,1.6068655027393896e-29,0.20175746593203847,0.742,0.741,2.800766571274756e-25
AK9,2.436343259889834e-29,-0.13066035527890285,0.132,0.211,4.246546301987981e-25
PALM2AKAP2,2.4750297466299008e-29,-0.13969875721342895,0.357,0.473,4.313976848375917e-25
PIN1,2.7333368871119283e-29,-0.08974943457869056,0.012,0.046,4.764206194236091e-25
PCSK6,2.763620654367376e-29,-0.11817514930619971,0.119,0.196,4.816990800562337e-25
LOC100219793,2.994888911548168e-29,-0.10324009988992067,0.047,0.1,5.220091372828457e-25
CNTN2,3.012086964007464e-29,-0.1275502123133585,0.177,0.267,5.25006757826501e-25
SYT10,3.016733608161171e-29,-0.17013527183381938,0.548,0.655,5.258166679024921e-25
SLC9A7,3.254372209043042e-29,-0.14698132203720693,0.524,0.647,5.672370760362022e-25
MGMT,3.670972272665709e-29,-0.15863931321319746,0.098,0.165,6.398504671256331e-25
THSD7B,4.2227164249775614e-29,0.24830359096286214,0.465,0.407,7.36019472873589e-25
GSTZ1,4.3301492935021274e-29,-0.10209571957817393,0.036,0.084,7.547450218574208e-25
GLIS1,4.9159405935489134e-29,-0.21381366559457282,0.098,0.165,8.568484454555757e-25
SGF29,6.140387480963001e-29,-0.11060884543861144,0.051,0.104,1.0702695379318511e-24
ASTN2,7.674250575044407e-29,0.14994574233308677,0.831,0.834,1.33762187523024e-24
MGAT4C,7.99459915639549e-29,-0.15842326705954735,0.916,0.93,1.393458632959734e-24
KCNK5,1.1981174192422377e-28,0.18015155923379894,0.103,0.052,2.0883186617392206e-24
SPSB1,1.3251810072725709e-28,-0.11507715503109012,0.072,0.133,2.3097904956760912e-24
TBC1D5,1.4086440883494998e-28,-0.154397964389269,0.536,0.655,2.4552666459931783e-24
CAMKV,1.5256507381552698e-28,0.17432430041035318,0.719,0.71,2.6592092366046355e-24
LOC115495386,1.7238797100262972e-28,-0.05993293941214203,0.003,0.026,3.004722334575836e-24
LOC115491703,1.8388344917014877e-28,0.1837854846693814,0.116,0.062,3.205088519035693e-24
PSMC4,2.008992956851295e-28,0.09710076289747319,0.035,0.007,3.501674723791807e-24
FAM168A,2.616127388784277e-28,-0.1498315074990575,0.441,0.562,4.559910038650995e-24
ATP8A1,2.8900998593738036e-28,-0.12890323425356914,0.148,0.229,5.03744405488854e-24
MSRA,3.0910240200098443e-28,0.1489298571421016,0.802,0.813,5.387654866877159e-24
CCDC3,3.7257829619669624e-28,0.14432938126674388,0.063,0.024,6.494039702708416e-24
ND2,4.406090804075482e-28,0.21119058081974162,0.698,0.684,7.679816271503566e-24
MGRN1,4.481338842285898e-28,-0.11468401198412559,0.149,0.231,7.81097360210432e-24
FAM171B,4.705142845793683e-28,-0.13273912965545365,0.216,0.311,8.20106398021839e-24
LOC100227436,4.863558231801909e-28,-0.07578058263330473,0.014,0.047,8.477181998030727e-24
SLC24A2,5.122682573693e-28,-0.13104638776187655,0.142,0.222,8.928835725946899e-24
CLSTN2,5.323624889901486e-28,-0.12698737007747551,0.766,0.849,9.27907818309829e-24
